id,passed
1975,1
1976,1
1978,1
1979,1
1981,1
1985,1
1991,1
1995,1
1998,1
2010,1
2015,1
2021,1
2040,1
2041,1
2042,1
2047,1
2050,1
2066,1
2068,1
2070,1
2072,1
2083,1
2085,1
2087,1
2091,1
2099,1
2103,1
2118,1
2129,1
2136,1
2148,1
2151,1
2152,1
2159,1
2160,1
2162,1
2165,1
2176,1
2177,1
2180,1
2185,1
2190,1
2193,1
2203,1
2204,1
2205,1
2209,1
2214,1
2225,1
2228,1
2239,1
2244,1
2246,1
2252,1
2259,1
2262,1
2266,1
2272,1
2273,1
2277,1
2290,1
2302,1
2305,1
2307,1
2309,1
2310,1
2313,1
2316,1
2319,1
2322,1
2326,1
2329,1
2339,1
2354,1
2357,1
2358,1
2365,1
2373,1
2383,1
2394,1
2396,1
2404,1
2414,1
2420,1
2424,1
2426,1
2427,1
2429,1
2436,1
2456,1
2458,1
2461,1
2462,1
2468,1
2475,1
2476,1
2481,1
2483,1
2486,1
2492,1
2498,1
2503,1
2506,1
2507,1
2509,1
2520,1
2524,1
2528,1
2533,1
2546,1
2550,1
2555,1
2557,1
2564,1
2566,1
2573,1
2581,1
2587,1
2588,1
2595,1
2600,1
2603,1
2606,1
2610,1
2623,1
2639,1
2640,1
2649,1
2662,1
2665,1
2687,1
2692,1
2694,1
2696,1
2697,1
2701,1
2703,1
2709,1
2720,1
2739,1
2749,1
2750,1
2751,1
2761,1
2768,1
2781,1
2794,1
2798,1
2801,1
2802,1
2805,1
2806,1
2819,1
2823,1
2828,1
2829,1
2831,1
2833,1
2837,1
2840,1
2842,1
2849,1
2853,1
2858,1
2859,1
2863,1
2871,1
2872,1
2880,1
2887,1
2893,1
2895,1
2896,1
2906,1
2914,1
2924,1
2926,1
2929,1
2930,1
2935,1
2936,1
2937,1
2939,1
2948,1
2956,1
2962,1
2963,1
2964,1
2973,1
2979,1
2980,1
2982,1
2985,1
2995,1
3000,1
3007,1
3010,1
3015,1
3024,1
3025,1
3026,1
3035,1
3044,1
3045,1
3055,1
3064,1
3069,1
3071,1
3072,1
3073,1
3080,1
3085,1
3094,1
3111,1
3112,1
3117,1
3118,1
3122,1
3123,1
3127,1
3131,1
3133,1
3138,1
3139,1
3142,1
3149,1
3151,1
3152,1
3155,1
3164,1
3165,1
3171,1
3172,1
3177,1
3178,1
3179,1
3190,1
3191,1
3194,1
3195,1
3203,1
3204,1
3205,1
3207,1
3213,1
3215,1
3216,1
3218,1
3220,1
3221,1
3225,1
3229,1
3240,1
3241,1
3248,1
3254,1
3259,1
3263,1
3265,1
3269,1
3271,1
3280,1
3281,1
3286,1
3289,1
3291,1
3293,1
3294,1
3296,1
3300,1
3302,1
3306,1
3319,1
3324,1
3334,1
3339,1
3352,1
3358,1
3363,1
3371,1
3372,1
3378,1
3386,1
3392,1
3402,1
3403,1
3408,1
3414,1
3415,1
3422,1
3428,1
3432,1
3448,1
3458,1
3467,1
3469,1
3471,1
3481,1
3483,1
3485,1
3507,1
3520,1
3523,1
3533,1
3534,1
3541,1
3543,1
3545,1
3547,1
3552,1
3565,1
3567,1
3572,1
3576,1
3586,1
3592,1
3594,1
3596,1
3599,1
3601,1
3608,1
3613,1
3614,1
3618,1
3639,1
3641,1
3649,1
3650,1
3658,1
3662,1
3663,1
3665,1
3666,1
3667,1
3668,1
3671,1
3675,1
3679,1
3682,1
3687,1
3691,1
3699,1
3702,1
3707,1
3708,1
3712,1
3723,1
3728,1
3731,1
3734,1
3746,1
3750,1
3751,1
3753,1
3756,1
3757,1
3758,1
3760,1
3764,1
3765,1
3767,1
3773,1
3778,1
3782,1
3787,1
3796,1
3798,1
3800,1
3802,1
3804,1
3821,1
3825,1
3831,1
3834,1
3847,1
3852,1
3854,1
3858,1
3861,1
3867,1
3889,1
3892,1
3894,1
3899,1
3905,1
3911,1
3925,1
3933,1
3938,1
3943,1
3946,1
3950,1
3953,1
3955,1
3958,1
3961,1
3970,1
3980,1
3981,1
3983,1
3985,1
3987,1
3989,1
3992,1
3994,1
4003,1
4005,1
4007,1
4012,1
4020,1
4038,1
4040,1
4042,1
4044,1
4048,1
4050,1
4052,1
4060,1
4066,1
4067,1
4069,1
4079,1
4080,1
4088,1
4090,1
4094,1
4100,1
4103,1
4106,1
4113,1
4115,1
4116,1
4122,1
4125,1
4129,1
4150,1
4156,1
4170,1
4171,1
4172,1
4173,1
4177,1
4185,1
4189,1
4190,1
4191,1
4194,1
4202,1
4203,1
4204,1
4211,1
4212,1
4215,1
4218,1
4220,1
4221,1
4225,1
4238,1
4247,1
4248,1
4250,1
4252,1
4257,1
4258,1
4259,1
4260,1
4274,1
4275,1
4280,1
4281,1
4284,1
4285,1
4287,1
4290,1
4295,1
4296,1
4300,1
4301,1
4304,1
4322,1
4326,1
4328,1
4335,1
4339,1
4344,1
4345,1
4346,1
4352,1
4360,1
4363,1
4369,1
4372,1
4375,1
4379,1
4380,1
4381,1
4382,1
4385,1
4387,1
4393,1
4395,1
4400,1
4404,1
4409,1
4411,1
4430,1
4433,1
4436,1
4437,1
4445,1
4452,1
4456,1
4459,1
4464,1
4480,1
4483,1
4485,1
4488,1
4489,1
4498,1
4507,1
4508,1
4512,1
4523,1
4525,1
4529,1
4530,1
4531,1
4535,1
4541,1
4542,1
4547,1
4553,1
4555,1
4557,1
4560,1
4569,1
4583,1
4586,1
4589,1
4590,1
4599,1
4607,1
4609,1
4616,1
4617,1
4620,1
4629,1
4637,1
4641,1
4643,1
4647,1
4648,1
4649,1
4659,1
4660,1
4664,1
4670,1
4671,1
4674,1
4680,1
4682,1
4687,1
4688,1
4693,1
4708,1
4714,1
4717,1
4718,1
4724,1
4726,1
4727,1
4738,1
4742,1
4747,1
4749,1
4751,1
4756,1
4757,1
4765,1
4797,1
4805,1
4806,1
4810,1
4812,1
4838,1
4842,1
4843,1
4845,1
4853,1
4859,1
4861,1
4865,1
4882,1
4883,1
4886,1
4899,1
4905,1
4922,1
4932,1
4934,1
4935,1
4936,1
4941,1
4944,1
4946,1
4949,1
4950,1
4954,1
4955,1
4956,1
4957,1
4969,1
4970,1
4976,1
4981,1
4983,1
4989,1
4994,1
4997,1
5000,1
5011,1
5016,1
5020,1
5023,1
5024,1
5033,1
5036,1
5040,1
5046,1
5048,1
5051,1
5061,1
5063,1
5067,1
5071,1
5075,1
5080,1
5088,1
5092,1
5095,1
5101,1
5102,1
5107,1
5115,1
5136,1
5138,1
5139,1
5144,1
5151,1
5159,1
5162,1
5163,1
5165,1
5172,1
5173,1
5177,1
5186,1
5191,1
5192,1
5193,1
5197,1
5201,1
5203,1
5207,1
5208,1
5210,1
5216,1
5229,1
5232,1
5234,1
5236,1
5238,1
5250,1
5252,1
5253,1
5256,1
5262,1
5266,1
5267,1
5268,1
5269,1
5275,1
5276,1
5277,1
5278,1
5283,1
5284,1
5286,1
5299,1
5300,1
5308,1
5311,1
5312,1
5316,1
5319,1
5324,1
5325,1
5333,1
5340,1
5344,1
5348,1
5368,1
5370,1
5371,1
5373,1
5375,1
5377,1
5382,1
5386,1
5390,1
5396,1
5398,1
5402,1
5405,1
5410,1
5418,1
5420,1
5424,1
5425,1
5429,1
5434,1
5438,1
5439,1
5449,1
5454,1
5467,1
5483,1
5485,1
5490,1
5495,1
5509,1
5516,1
5517,1
5529,1
5531,1
5549,1
5551,1
5552,1
5561,1
5566,1
5577,1
5583,1
5586,1
5588,1
5593,1
5613,1
5615,1
5616,1
5617,1
5618,1
5619,1
5620,1
5622,1
5624,1
5633,1
5636,1
5659,1
5660,1
5684,1
5689,1
5699,1
5703,1
5706,1
5707,1
5708,1
5709,1
5711,1
5719,1
5725,1
5728,1
5729,1
5734,1
5742,1
5744,1
5745,1
5746,1
5757,1
5769,1
5772,1
5783,1
5786,1
5792,1
5794,1
5796,1
5799,1
5806,1
5809,1
5810,1
5813,1
5827,1
5828,1
5831,1
5836,1
5844,1
5851,1
5854,1
5859,1
5869,1
5873,1
5876,1
5886,1
5888,1
5899,1
5901,1
5909,1
5911,1
5912,1
5922,1
5931,1
5939,1
5944,1
5945,1
5946,1
5947,1
5954,1
5956,1
5967,1
5971,1
5973,1
5976,1
5983,1
5984,1
5986,1
5992,1
5994,1
6017,1
6027,1
6030,1
6031,1
6037,1
6038,1
6039,1
6044,1
6048,1
6049,1
6051,1
6052,1
6062,1
6067,1
6079,1
6080,1
6082,1
6086,1
6087,1
6105,1
6124,1
6127,1
6130,1
6131,1
6136,1
6138,1
6142,1
6150,1
6155,1
6156,1
6163,1
6177,1
6180,1
6195,1
6202,1
6203,1
6204,1
6212,1
6217,1
6242,1
6245,1
6246,1
6247,1
6249,1
6254,1
6258,1
6260,1
6263,1
6269,1
6275,1
6279,1
6281,1
6287,1
6290,1
6292,1
6293,1
6301,1
6306,1
6307,1
6309,1
6318,1
6338,1
6348,1
6352,1
6359,1
6376,1
6380,1
6383,1
6387,1
6389,1
6390,1
6394,1
6405,1
6406,1
6412,1
6416,1
6437,1
6443,1
6445,1
6449,1
6450,1
6455,1
6466,1
6469,1
6473,1
6476,1
6477,1
6479,1
6490,1
6491,1
6493,1
6498,1
6506,1
6509,1
6526,1
6527,1
6530,1
6533,1
6538,1
6543,1
6544,1
6548,1
6568,1
6569,1
6600,1
6601,1
6609,1
6612,1
6622,1
6624,1
6626,1
6630,1
6641,1
6642,1
6656,1
6663,1
6666,1
6667,1
6669,1
6671,1
6673,1
6680,1
6688,1
6691,1
6692,1
6695,1
6697,1
6698,1
6704,1
6709,1
6713,1
6717,1
6718,1
6723,1
6726,1
6728,1
6735,1
6736,1
6747,1
6755,1
6756,1
6760,1
6761,1
6762,1
6763,1
6765,1
6768,1
6769,1
6779,1
6785,1
6799,1
6804,1
6812,1
6813,1
6815,1
6817,1
6834,1
6839,1
6849,1
6861,1
6877,1
6883,1
6885,1
6886,1
6898,1
6906,1
6907,1
6908,1
6912,1
6914,1
6919,1
6930,1
6942,1
6944,1
6945,1
6950,1
6952,1
6954,1
6957,1
6958,1
6960,1
6963,1
6965,1
6969,1
6970,1
6976,1
6978,1
6983,1
6991,1
6992,1
6994,1
6997,1
6998,1
7003,1
7004,1
7008,1
7009,1
7010,1
7018,1
7019,1
7034,1
7035,1
7044,1
7047,1
7052,1
7055,1
7059,1
7070,1
7073,1
7078,1
7080,1
7083,1
7088,1
7095,1
7096,1
7098,1
7106,1
7107,1
7116,1
7118,1
7121,1
7122,1
7125,1
7132,1
7133,1
7143,1
7153,1
7155,1
7156,1
7165,1
7166,1
7170,1
7172,1
7180,1
7182,1
7183,1
7184,1
7188,1
7204,1
7208,1
7209,1
7224,1
7229,1
7232,1
7237,1
7241,1
7244,1
7256,1
7257,1
7259,1
7261,1
7264,1
7265,1
7269,1
7272,1
7293,1
7294,1
7296,1
7297,1
7301,1
7323,1
7326,1
7332,1
7336,1
7337,1
7339,1
7351,1
7354,1
7355,1
7356,1
7360,1
7367,1
7368,1
7370,1
7374,1
7385,1
7387,1
7389,1
7393,1
7396,1
7401,1
7412,1
7421,1
7424,1
7427,1
7428,1
7431,1
7439,1
7442,1
7443,1
7447,1
7448,1
7456,1
7457,1
7462,1
7467,1
7468,1
7470,1
7476,1
7477,1
7479,1
7484,1
7494,1
7500,1
7505,1
7507,1
7523,1
7524,1
7534,1
7535,1
7562,1
7567,1
7582,1
7584,1
7585,1
7588,1
7589,1
7599,1
7601,1
7607,1
7612,1
7614,1
7625,1
7628,1
7630,1
7644,1
7648,1
7649,1
7663,1
7665,1
7667,1
7670,1
7684,1
7690,1
7692,1
7695,1
7696,1
7697,1
7701,1
7714,1
7720,1
7722,1
7725,1
7729,1
7738,1
7746,1
7750,1
7751,1
7752,1
7753,1
7754,1
7764,1
7775,1
7780,1
7782,1
7783,1
7784,1
7786,1
7788,1
7794,1
7795,1
7798,1
7799,1
7804,1
7805,1
7806,1
7807,1
7809,1
7810,1
7811,1
7818,1
7823,1
7825,1
7830,1
7831,1
7835,1
7840,1
7851,1
7852,1
7854,1
7859,1
7866,1
7869,1
7872,1
7876,1
7885,1
7893,1
7895,1
7897,1
7901,1
7903,1
7904,1
7905,1
7911,1
7916,1
7919,1
7920,1
7921,1
7924,1
7930,1
7938,1
7939,1
7942,1
7944,1
7951,1
7954,1
7956,1
7964,1
7966,1
7967,1
7968,1
7969,1
7975,1
7987,1
7990,1
7998,1
8006,1
8009,1
8023,1
8026,1
8030,1
8032,1
8042,1
8046,1
8055,1
8060,1
8069,1
8076,1
8083,1
8086,1
8093,1
8102,1
8106,1
8110,1
8111,1
8112,1
8114,1
8122,1
8128,1
8134,1
8135,1
8137,1
8142,1
8147,1
8152,1
8155,1
8156,1
8174,1
8175,1
8182,1
8188,1
8193,1
8196,1
8205,1
8208,1
8214,1
8218,1
8219,1
8222,1
8223,1
8227,1
8229,1
8230,1
8233,1
8239,1
8252,1
8254,1
8255,1
8263,1
8280,1
8281,1
8287,1
8294,1
8296,1
8297,1
8298,1
8301,1
8310,1
8317,1
8325,1
8328,1
8329,1
8334,1
8335,1
8338,1
8342,1
8346,1
8351,1
8356,1
8362,1
8368,1
8369,1
8371,1
8373,1
8374,1
8377,1
8379,1
8380,1
8381,1
8382,1
8386,1
8392,1
8393,1
8396,1
8401,1
8404,1
8405,1
8408,1
8410,1
8416,1
8418,1
8423,1
8426,1
8428,1
8438,1
8460,1
8473,1
8477,1
8482,1
8488,1
8489,1
8490,1
8491,1
8509,1
8510,1
8511,1
8523,1
8531,1
8543,1
8546,1
8550,1
8556,1
8563,1
8574,1
8577,1
8579,1
8580,1
8588,1
8594,1
8601,1
8602,1
8608,1
8609,1
8621,1
8632,1
8635,1
8644,1
8645,1
8653,1
8654,1
8660,1
8663,1
8666,1
8667,1
8668,1
8683,1
8686,1
8691,1
8694,1
8711,1
8712,1
8720,1
8727,1
8730,1
8732,1
8735,1
8742,1
8745,1
8746,1
8754,1
8762,1
8768,1
8772,1
8774,1
8776,1
8780,1
8792,1
8795,1
8796,1
8799,1
8805,1
8811,1
8813,1
8818,1
8820,1
8823,1
8825,1
8828,1
8832,1
8834,1
8842,1
8848,1
8859,1
8861,1
8866,1
8874,1
8876,1
8882,1
8885,1
8887,1
8897,1
8911,1
8918,1
8930,1
8931,1
8933,1
8943,1
8962,1
8963,1
8964,1
8965,1
8967,1
8975,1
8981,1
8991,1
8992,1
8994,1
8997,1
9001,1
9011,1
9013,1
9014,1
9015,1
9019,1
9021,1
9033,1
9035,1
9038,1
9043,1
9049,1
9061,1
9062,1
9063,1
9068,1
9074,1
9076,1
9077,1
9093,1
9098,1
9099,1
9106,1
9109,1
9114,1
9120,1
9121,1
9124,1
9129,1
9137,1
9140,1
9143,1
9149,1
9157,1
9159,1
9165,1
9167,1
9179,1
9181,1
9185,1
9188,1
9194,1
9198,1
9203,1
9205,1
9210,1
9218,1
9220,1
9223,1
9224,1
9228,1
9229,1
9232,1
9238,1
9239,1
9241,1
9249,1
9252,1
9258,1
9260,1
9276,1
9279,1
9281,1
9289,1
9293,1
9304,1
9308,1
9314,1
9320,1
9338,1
9341,1
9347,1
9350,1
9353,1
9355,1
9370,1
9372,1
9380,1
9381,1
9382,1
9385,1
9387,1
9392,1
9393,1
9399,1
9410,1
9413,1
9425,1
9426,1
9441,1
9442,1
9452,1
9458,1
9462,1
9466,1
9468,1
9471,1
9472,1
9474,1
9487,1
9492,1
9495,1
9501,1
9504,1
9511,1
9518,1
9520,1
9521,1
9523,1
9524,1
9528,1
9533,1
9534,1
9536,1
9540,1
9543,1
9547,1
9551,1
9553,1
9568,1
9575,1
9582,1
9584,1
9586,1
9587,1
9589,1
9594,1
9600,1
9606,1
9628,1
9630,1
9632,1
9640,1
9649,1
9650,1
9653,1
9660,1
9661,1
9664,1
9665,1
9671,1
9672,1
9677,1
9683,1
9698,1
9703,1
9708,1
9712,1
9724,1
9733,1
9734,1
9735,1
9737,1
9739,1
9744,1
9746,1
9750,1
9751,1
9753,1
9754,1
9756,1
9775,1
9777,1
9784,1
9787,1
9790,1
9791,1
9802,1
9803,1
9815,1
9820,1
9827,1
9829,1
9848,1
9864,1
9866,1
9867,1
9870,1
9873,1
9874,1
9880,1
9889,1
9895,1
9901,1
9911,1
9912,1
9917,1
9923,1
9924,1
9930,1
9933,1
9951,1
9959,1
9961,1
9968,1
9970,1
9977,1
9988,1
9992,1
10000,1
10003,1
10010,1
10016,1
10023,1
10025,1
10030,1
10043,1
10044,1
10049,1
10057,1
10058,1
10077,1
10087,1
10091,1
10092,1
10098,1
10113,1
10116,1
10117,1
10119,1
10132,1
10135,1
10137,1
10144,1
10150,1
10159,1
10163,1
10164,1
10165,1
10172,1
10175,1
10176,1
10179,1
10180,1
10181,1
10188,1
10195,1
10198,1
10200,1
10204,1
10207,1
10211,1
10215,1
10220,1
10221,1
10223,1
10232,1
10233,1
10249,1
10255,1
10259,1
10260,1
10264,1
10270,1
10272,1
10273,1
10279,1
10280,1
10291,1
10292,1
10304,1
10306,1
10314,1
10316,1
10321,1
10325,1
10335,1
10342,1
10345,1
10349,1
10352,1
10362,1
10363,1
10370,1
10371,1
10386,1
10389,1
10392,1
10396,1
10401,1
10409,1
10420,1
10424,1
10430,1
10432,1
10448,1
10452,1
10461,1
10480,1
10490,1
10506,1
10508,1
10523,1
10527,1
10531,1
10532,1
10538,1
10547,1
10551,1
10552,1
10554,1
10569,1
10579,1
10583,1
10584,1
10585,1
10587,1
10604,1
10605,1
10606,1
10627,1
10629,1
10633,1
10636,1
10638,1
10640,1
10648,1
10650,1
10657,1
10672,1
10678,1
10679,1
10687,1
10688,1
10697,1
10703,1
10705,1
10714,1
10718,1
10724,1
10731,1
10740,1
10747,1
10749,1
10751,1
10752,1
10754,1
10761,1
10772,1
10775,1
10776,1
10778,1
10780,1
10783,1
10789,1
10795,1
10796,1
10800,1
10822,1
10824,1
10840,1
10841,1
10844,1
10846,1
10851,1
10858,1
10862,1
10870,1
10876,1
10877,1
10880,1
10888,1
10891,1
10902,1
10907,1
10911,1
10918,1
10922,1
10923,1
10924,1
10926,1
10936,1
10941,1
10943,1
10946,1
10950,1
10955,1
10956,1
10957,1
10965,1
10966,1
10969,1
10971,1
10974,1
10979,1
10980,1
10983,1
10985,1
10986,1
10998,1
11009,1
11012,1
11030,1
11038,1
11046,1
11049,1
11050,1
11054,1
11055,1
11056,1
11060,1
11067,1
11069,1
11071,1
11073,1
11079,1
11081,1
11085,1
11095,1
11098,1
11099,1
11104,1
11105,1
11112,1
11116,1
11119,1
11126,1
11145,1
11147,1
11150,1
11151,1
11152,1
11161,1
11163,1
11174,1
11176,1
11183,1
11189,1
11203,1
11209,1
11211,1
11213,1
11220,1
11228,1
11235,1
11238,1
11244,1
11249,1
11250,1
11258,1
11262,1
11272,1
11274,1
11275,1
11277,1
11279,1
11281,1
11282,1
11292,1
11294,1
11295,1
11307,1
11310,1
11315,1
11317,1
11318,1
11320,1
11330,1
11332,1
11344,1
11352,1
11354,1
11360,1
11365,1
11376,1
11381,1
11384,1
11389,1
11412,1
11413,1
11414,1
11416,1
11424,1
11429,1
11433,1
11442,1
11443,1
11446,1
11447,1
11449,1
11455,1
11459,1
11465,1
11470,1
11496,1
11499,1
11501,1
11509,1
11517,1
11523,1
11524,1
11529,1
11545,1
11551,1
11553,1
11554,1
11562,1
11571,1
11585,1
11588,1
11589,1
11591,1
11602,1
11603,1
11605,1
11614,1
11618,1
11619,1
11621,1
11631,1
11632,1
11645,1
11662,1
11665,1
11667,1
11669,1
11670,1
11677,1
11682,1
11684,1
11706,1
11712,1
11724,1
11728,1
11729,1
11732,1
11737,1
11748,1
11760,1
11762,1
11769,1
11773,1
11774,1
11779,1
11785,1
11791,1
11796,1
11799,1
11809,1
11810,1
11815,1
11828,1
11842,1
11844,1
11850,1
11854,1
11858,1
11859,1
11865,1
11868,1
11869,1
11870,1
11871,1
11872,1
11873,1
11874,1
11877,1
11878,1
11887,1
11894,1
11896,1
11899,1
11901,1
11902,1
11908,1
11913,1
11921,1
11931,1
11934,1
11944,1
11945,1
11951,1
11954,1
11961,1
11966,1
11977,1
11983,1
11989,1
11990,1
11991,1
11997,1
12009,1
12012,1
12013,1
12017,1
12023,1
12025,1
12039,1
12040,1
12046,1
12047,1
12057,1
12059,1
12063,1
12064,1
12067,1
12079,1
12084,1
12090,1
12093,1
12094,1
12096,1
12102,1
12105,1
12118,1
12120,1
12127,1
12129,1
12134,1
12136,1
12139,1
12141,1
12147,1
12149,1
12155,1
12165,1
12167,1
12174,1
12182,1
12183,1
12188,1
12203,1
12204,1
12205,1
12210,1
12214,1
12220,1
12223,1
12224,1
12225,1
12232,1
12242,1
12249,1
12253,1
12255,1
12265,1
12270,1
12272,1
12273,1
12274,1
12275,1
12284,1
12293,1
12294,1
12300,1
12310,1
12322,1
12325,1
12327,1
12334,1
12340,1
12342,1
12343,1
12347,1
12351,1
12352,1
12356,1
12364,1
12371,1
12373,1
12376,1
12384,1
12395,1
12408,1
12412,1
12416,1
12419,1
12428,1
12430,1
12443,1
12445,1
12448,1
12451,1
12457,1
12472,1
12478,1
12487,1
12491,1
12494,1
12499,1
12507,1
12517,1
12521,1
12525,1
12529,1
12533,1
12537,1
12538,1
12540,1
12541,1
12549,1
12554,1
12556,1
12573,1
12580,1
12588,1
12594,1
12608,1
12613,1
12619,1
12622,1
12625,1
12627,1
12631,1
12638,1
12642,1
12646,1
12649,1
12650,1
12652,1
12654,1
12659,1
12671,1
12677,1
12679,1
12680,1
12685,1
12686,1
12693,1
12694,1
12695,1
12702,1
12706,1
12709,1
12719,1
12723,1
12724,1
12732,1
12738,1
12741,1
12743,1
12744,1
12755,1
12757,1
12758,1
12759,1
12761,1
12766,1
12771,1
12775,1
12776,1
12779,1
12790,1
12791,1
12792,1
12811,1
12813,1
12815,1
12832,1
12834,1
12837,1
12838,1
12843,1
12853,1
12856,1
12859,1
12860,1
12867,1
12869,1
12872,1
12879,1
12883,1
12885,1
12895,1
12900,1
12902,1
12916,1
12919,1
12920,1
12927,1
12929,1
12930,1
12938,1
12943,1
12946,1
12947,1
12949,1
12954,1
12957,1
12959,1
12964,1
12965,1
12967,1
12968,1
12970,1
12973,1
12975,1
12976,1
12979,1
12993,1
12996,1
13000,1
13001,1
13002,1
13009,1
13010,1
13011,1
13020,1
13023,1
13031,1
13032,1
13034,1
13038,1
13039,1
13040,1
13045,1
13046,1
13047,1
13056,1
13059,1
13060,1
13066,1
13071,1
13073,1
13077,1
13082,1
13084,1
13087,1
13097,1
13100,1
13105,1
13107,1
13109,1
13111,1
13112,1
13113,1
13123,1
13127,1
13131,1
13135,1
13136,1
13141,1
13146,1
13148,1
13149,1
13151,1
13158,1
13160,1
13161,1
13170,1
13178,1
13184,1
13185,1
13189,1
13195,1
13211,1
13213,1
13223,1
13232,1
13233,1
13236,1
13238,1
13239,1
13241,1
13244,1
13266,1
13268,1
13274,1
13280,1
13284,1
13285,1
13288,1
13294,1
13295,1
13306,1
13307,1
13309,1
13310,1
13314,1
13319,1
13337,1
13340,1
13342,1
13345,1
13352,1
13353,1
13354,1
13355,1
13357,1
13358,1
13359,1
13384,1
13385,1
13392,1
13393,1
13398,1
13415,1
13417,1
13421,1
13425,1
13432,1
13439,1
13445,1
13454,1
13464,1
13469,1
13482,1
13488,1
13500,1
13506,1
13516,1
13517,1
13528,1
13536,1
13541,1
13544,1
13546,1
13549,1
13551,1
13554,1
13560,1
13567,1
13578,1
13580,1
13584,1
13591,1
13593,1
13595,1
13601,1
13604,1
13606,1
13613,1
13625,1
13629,1
13632,1
13639,1
13640,1
13641,1
13643,1
13655,1
13657,1
13664,1
13665,1
13668,1
13669,1
13672,1
13682,1
13685,1
13686,1
13692,1
13695,1
13697,1
13698,1
13699,1
13700,1
13707,1
13721,1
13724,1
13729,1
13736,1
13738,1
13742,1
13750,1
13754,1
13756,1
13761,1
13767,1
13768,1
13780,1
13781,1
13783,1
13797,1
13798,1
13807,1
13812,1
13814,1
13822,1
13823,1
13826,1
13827,1
13832,1
13836,1
13839,1
13848,1
13850,1
13852,1
13853,1
13883,1
13891,1
13893,1
13901,1
13909,1
13913,1
13917,1
13928,1
13935,1
13936,1
13947,1
13949,1
13953,1
13964,1
13965,1
13966,1
13975,1
13977,1
13982,1
13985,1
13989,1
13990,1
13994,1
13997,1
13998,1
14006,1
14016,1
14018,1
14025,1
14028,1
14036,1
14045,1
14052,1
14060,1
14065,1
14068,1
14069,1
14073,1
14076,1
14077,1
